,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
1992-08-28 08:13:26.418431,0.0002908,6.249238902667123,1.1533048430715929,-6.247050146729584,0.055985162259043895,3.795753545999786
1992-08-29 02:56:10.288320,0.0003776,6.150059059364371,1.1532263032552532,-6.147973583687984,0.05598509748851335,3.7674497914989984
1992-08-30 05:08:00.854592,0.0004007,6.1692256960241485,1.1531721980484415,-6.166026430646786,0.0559850330977524,3.727817722421491
1992-08-31 03:35:19.874112,0.0006485,6.1682273710184665,1.1531058755368657,-6.164567578740609,0.05598484866967011,3.6938493728298174
1992-09-01 02:02:37.641696,0.000295,6.231188539109421,1.1526014753830391,-6.229359243967073,0.05598391700244671,3.659593596100218
1992-09-02 02:22:11.824607,0.0002903,6.21157861334224,1.1526049660415432,-6.20982205977736,0.05598390331610839,3.6227371885880624
1992-09-05 03:22:13.000799,0.0002896,6.177965557018205,1.1526102020292992,-6.1028292676376905,0.05598389822114136,3.5121440980972114
1992-09-07 00:17:50.476992,0.0001291,5.3712174909629775,1.1526102020292992,-5.36965848596304,0.05596238451245079,3.4441562252513864
1992-09-08 19:21:08.868095,0.00015470011786864274,5.327712986382716,1.1526276553218193,-5.326242216374251,0.05596239271481961,3.3790256998568062
1992-09-10 01:18:13.798368,0.00014880013531178482,5.287262075547671,1.1526276553218193,-5.28574038435368,0.05596239970014308,3.333676827836635
1992-09-12 22:38:55.267871,0.000641,4.705644512275159,1.1526294006510713,-4.70501111456179,0.05591611800900698,3.228954763818873
1992-09-13 15:30:49.788575,0.0006628001196685498,4.622922602718181,1.1526608165776069,-4.6100674028706345,0.05591615287007068,3.203499830845214
1992-09-14 06:30:23.042591,0.0006715999746844898,4.682133439446751,1.1526730338823712,-4.653913065454236,0.055916297893540086,3.180850685881924
1992-09-15 04:58:48.929664,0.0006467999339160594,4.652116347972205,1.152648599272843,-4.651635424806596,0.05591619716005171,3.146876264073514
1992-09-17 05:41:58.320383,0.0006459998855937303,4.639423359629372,1.152648599272843,-4.611835713411702,0.055916201611747506,3.073280784736509
