,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
2018-05-18 15:02:07.797696,0.0009707506905279656,3.915118846451007,0.0022041605950446127,-5.231076307518858,0.004374783979491087,4.918879909533962
2018-05-19 13:46:42.756672,0.0009471677891761787,3.9194735534759015,0.002165603030498168,-5.553385112032021,0.00437475463172409,4.92368708359623
2018-05-20 15:42:17.368415,0.000941863463534826,3.9156890009522622,0.0021222746241923423,-5.029567598475408,0.004374730704223606,4.926092516239761
2018-05-21 14:46:39.770975,0.0009342677163725042,3.910377348632559,0.0020795775814664284,-5.253630757085111,0.004374708727383521,4.928862263566596
2018-05-22 14:02:42.727200,0.0009330674621465534,3.907983683910132,0.0020408765643565273,-5.427376777187276,0.004374688280581541,4.929452034523692
2018-05-23 01:32:42.548639,0.0009299839427372506,3.897686638475763,0.0020119968149337718,-2.4023994399065884,0.004374678817788605,4.93346762510916
2018-05-26 17:49:36.950592,0.0009269771179885039,3.8995522080077785,0.001873809212639571,-4.363288141745938,0.004374603225440194,4.93311490993965
2018-05-27 05:53:12.122880,0.0008607843467712965,3.8859339418684726,0.0018365838231571552,-1.1766436649632395,0.0043751803945835804,4.929751563274543
2018-05-28 15:05:14.155583,0.0008617568522788754,3.8862856036786586,0.0017863454984183647,-5.027441961915724,0.0043751525969881865,4.92979838084463
2018-05-29 14:44:53.812607,0.0008634691618006377,3.88146744311788,0.0017505234263550623,-5.095742876739637,0.004375140283096646,4.931362766540731
2018-05-30 01:51:39.659039,0.0008728853391607035,3.8705491216041747,0.0017368258182068471,-2.1712111614390004,0.0043751353162536704,4.9351259476196345
2018-05-31 05:38:39.938208,0.0008763632135474456,3.872721377657935,0.001693528478926844,-1.1640925663031325,0.00437511394399212,4.9364276390040756
2018-06-01 05:41:42.694943,0.0008883676913049678,3.8660646839172124,0.0016609219832308694,-1.1293372405190674,0.004375095954242014,4.938984313017473
2018-06-02 13:28:40.158624,0.0008977568380164902,3.861570645085795,0.0016157870606631746,-5.35128511601276,0.004375073966964781,4.942661341664539
2018-06-03 14:02:57.753024,0.000900466506384787,3.855470125330779,0.0015815891974110766,-5.180723740944513,0.004375057622549203,4.945546911004689
2018-06-04 15:13:16.192416,0.0009060654595565222,3.8519217448202925,0.0015440102396131901,-4.8542064632221775,0.004375041869396881,4.947466155396845
2018-06-05 15:28:02.123327,0.000911066548311013,3.8507362329082673,0.0015122926063662325,-4.77469478133572,0.004375024658698099,4.950981554927018
2018-06-06 14:13:42.640895,0.0009119685656973743,3.8513632656407792,0.0014796862354534883,-5.084429970071984,0.004375006410580084,4.952106072097405
2018-06-07 05:00:24.958943,0.0009155795267123631,3.8529213034359766,0.0014658826846225058,-1.2114964556468397,0.004374999252900133,4.957198280571056
2018-06-08 06:14:22.126847,0.000916165024493945,3.852887484094811,0.001428756059551816,-0.8723286018274319,0.0043749787278924875,4.95878228576263
2018-06-09 14:01:31.226880,0.0009173558899533164,3.855215102738716,0.0013819532259550268,-5.096990353525069,0.004374951798631169,4.958933034817589
2018-06-10 20:47:18.602592,0.0009179573261367677,3.861427965855224,0.0013364100850127541,-3.3116381543168423,0.004374920063946745,4.959798228058926
2018-06-11 21:36:17.661024,0.0009177656708017648,3.871533458551802,0.0013002431822835899,-3.09252881931397,0.00437489367843319,4.961887806438764
2018-06-12 15:22:38.387712,0.0009162754871852175,3.8747742873761704,0.0012745020459908301,-4.7159903862310895,0.004374875359508417,4.964297008663669
2018-06-13 15:07:32.174399,0.0009137673657323741,3.876996487402579,0.0012390757960166134,-4.769136075078008,0.004374850948769254,4.96608178556505
2018-06-14 00:10:42.613824,0.000910687610422439,3.876705096138293,0.0012269195943878117,-2.39554204515289,0.004374840091205669,4.9691852138986095
2018-06-15 02:45:42.608736,0.0009071637437457165,3.874134299712617,0.0011858364545696421,-1.6997072376097089,0.004374814105252719,4.970946293095812
2018-06-16 06:49:02.928287,0.0009053618859791477,3.8764591950109675,0.0011451811321805993,-0.6251412275774619,0.004374785912061697,4.97552040593106
2018-06-17 13:37:05.234015,0.0008019628425429992,3.8185848975096333,0.0010959246832098319,-5.096432777441259,0.0043751571661802486,5.025273851345679
2018-06-18 15:21:12.113856,0.0007970690833415071,3.822047347682814,0.0010495241981996403,-4.618204417816402,0.00437512406577243,5.016443040712528
2018-06-19 13:53:42.506016,0.0007948729570796423,3.821621576289019,0.0010107740730863487,-4.979665027623929,0.00437510364213012,5.012842169110506
2018-06-20 15:06:42.062399,0.0007946697422783871,3.822399613412423,0.0009699934281693376,-4.642304171079447,0.004375081276635834,5.011365708092864
2018-06-21 04:52:10.477055,0.0007971834091406402,3.8173441159113963,0.0009457317186951466,-1.0240914164069226,0.004375074404473619,5.009953826231666
2018-06-22 05:19:39.705311,0.0007997703891556396,3.8145639070006587,0.0009065709187648311,-0.8843914916916962,0.004375053009848163,5.010554551444643
2018-06-23 14:02:04.553951,0.0007999604108740422,3.823945927643869,0.0008641465352537852,-4.868026678480038,0.004375022370828624,5.004534726960834
2018-06-24 14:02:40.956000,0.0008103705088988311,3.8106244774938043,0.0008217348822209762,-4.841756043842844,0.0043750134344612045,5.011532820778342
2018-06-25 14:35:36.686399,0.0008238692769220819,3.795137755533902,0.0007807922208301737,-4.670195123420529,0.00437500414897985,5.016791479579214
2018-06-26 14:42:54.724896,0.000834969377224654,3.785659092086219,0.0007448286471569039,-4.617069240527805,0.004374991258947631,5.022291689970847
2018-06-27 15:04:12.275904,0.0008411688186347699,3.7688478426569656,0.0007078898073417996,-4.500926299373301,0.004374980757998808,5.033344331801765
2018-06-28 01:56:39.920639,0.0008462859864516784,3.7608615870451856,0.0006936820661412037,-1.644214408836902,0.004374977883398124,5.039322693178565
2018-06-29 06:03:43.160831,0.0008472637262371214,3.756508623827626,0.0006550876342553736,-0.5479174586861149,0.004374955088479849,5.045423704280332
2018-06-30 12:13:00.675840,0.0008523608248190374,3.73101080687373,0.000615498563665916,-5.1919732768878575,0.004374937864724655,5.06467226726773
2018-07-01 12:54:42.725664,0.0008530678791841981,3.714013418745334,0.0005907944464111797,-4.991370359067818,0.0043749210869908324,5.080618500003213
2018-07-02 14:04:40.980288,0.00085466718926427,3.695670281232248,0.0005640424012595007,-4.66560674945079,0.004374901394681167,5.096391682687851
2018-07-03 14:07:48.913248,0.0008557685921495585,3.6793272545891864,0.0005396945626980942,-4.634251177756033,0.004374883349767892,5.112117496464834
