,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension
2018-05-11 06:10:21.963360,0.00022606292946618446,4.054192745601576,1.7213397014256675,-4.052388161113228,0.06214490613646589,3.4722618816864776
2018-05-12 07:28:41.966112,0.00023078528577508847,4.029128732849959,1.7213554093889356,-4.027577459633498,0.062145017756086336,3.4903068775532184
2018-05-13 05:24:35.683199,0.0002345952615537056,3.941871393459912,1.7213746080107073,-3.940113907796689,0.062145090888320854,3.505908590247632
2018-05-14 18:31:29.416799,0.00023579266558185213,3.9083803358723026,1.7213850799862194,-3.906867713785561,0.0621450591574373,3.5323785160984698
2018-05-15 04:38:49.589663,0.00026489886934179073,3.8757927533487826,1.7214915450705912,-3.8740916223416977,0.06214509635993901,3.5396585378699648
2018-05-16 05:57:09.946656,0.0002643981171505841,3.8315948261482253,1.721512489021615,-3.8298818021578556,0.062145098694118155,3.5577267929368186
2018-05-17 03:53:03.591168,0.0002663982073824411,3.787447584145582,1.721521215667875,-3.7857567512942167,0.0621450864098818,3.5733928769555887
2018-05-18 08:33:50.639040,0.0002614983913614267,3.6816171685702184,1.7215142343508667,-3.67991598812952,0.06214509321227667,3.593864945012057
2018-05-19 06:29:44.236896,0.0002847012311438181,3.574997358489618,1.7215002717168508,-3.5731971229673687,0.06214514021888645,3.6095242875331164
2018-05-20 01:03:11.194848,0.00029710045722203504,3.5132847171264485,1.721512489021615,-3.5114261371100026,0.062145131087553915,3.622785682888015
2018-05-21 04:02:45.057119,0.00030479818626044414,3.4415011627688292,1.7215072530338589,-3.4395779246554214,0.06214508637146991,3.642044320783894
2018-05-22 05:21:05.357088,0.0003098992975418062,3.4088716391804064,1.721489799741339,-3.406957480136177,0.06214510484773267,3.6600963731434426
2018-05-23 04:58:12.234719,0.00031910158033597277,3.3532153161775424,1.7214828184243312,-3.3512858770154867,0.06214515092123215,3.6769526109690096
2018-05-24 04:35:19.123584,0.0003258051739222873,3.3260976181419206,1.721472346448819,-3.3241153359253133,0.062145221343234004,3.693804388507525
2018-05-27 15:15:13.648032,0.0003084948526260944,3.1945259203005287,1.7214601291440552,-3.192628952724298,0.06214511083344231,3.752781271932426
2018-05-28 04:40:33.480480,0.000865500214763136,3.2101096507385694,1.721505507704607,-3.208177182660937,0.06219787612164941,3.762553426859044
2018-05-29 04:16:28.707456,0.0008693999406807803,3.163934471898224,1.721510743692363,-3.1618578132356077,0.062197832496926,3.77942388873764
2018-06-02 02:40:09.341471,0.0008700980731626774,2.9665636525254593,1.721510743692363,-2.964212961149369,0.062197786971341915,3.846917614575421
2018-06-03 15:35:15.852192,0.0001491911164290907,1.5205786776825985,1.7214915450705912,-1.518224694003635,0.06228549410034651,3.873604176576459
2018-06-04 13:28:11.533440,0.00013750635719253086,1.3158477652160487,1.721472346448819,-1.313374862894987,0.06228566325257028,3.889288925273567
2018-06-05 09:40:07.746815,0.00014120431493918283,1.315715548751471,1.721475837107323,-1.3132581045848077,0.062285644032495126,3.903781375674671
2018-06-06 00:49:04.837728,0.00015119906118273626,1.5220960277147288,1.721444421180787,-1.5197716772712493,0.062285560039876724,3.9146524979960597
2018-06-07 08:47:55.438367,0.00016909776221987928,1.5153658944031587,1.7214461665100393,-1.5165851729508466,0.062285538385070525,3.9376139666617016
2018-06-08 04:59:46.066848,0.00014359150993673424,1.4362092649951914,1.7214583838148032,-1.435102586213616,0.06228898121114229,3.95224623152189
